,Property Address,Property Area,Property Type,Property Link,Image Links,Property Description,Key Features,Agent Names,Agent Mails,Agent Contacts,Property File Link
32,"Smart House, Brielle Way, Sheerness, Kent, ME12 1YW","12,283 Sq Ft (1,141.09 Sq M)",FOR SALE,https://propertysearch.altusgroup.com/property/details/2106/Smart-House-Brielle-Way-Sheerness-Kent-ME12-1YW-Industrial/Warehouse-,https://altuscrm.agencypilot.com/crm/store/property/320+9525_web.jpg;https://altuscrm.agencypilot.com/crm/store/marketstatus/14.png;https://altuscrm.agencypilot.com/crm/store/property/320+9524_web.jpg;https://altuscrm.agencypilot.com/crm/store/property/320+9556_web.jpg;https://altuscrm.agencypilot.com/crm/store/property/320+9523_web.jpg;https://altuscrm.agencypilot.com/crm/store/property/320+9558_web.jpg;https://altuscrm.agencypilot.com/crm/store/property/320+9557_web.jpg;https://altuscrm.agencypilot.com/crm/store/property/320+9555_web.jpg;https://altuscrm.agencypilot.com/crm/store/property/320+9553_web.jpg;https://altuscrm.agencypilot.com/crm/store/property/320+9521_web.jpg,"FOR SALE (MAY LET) - WAREHOUSE / INDUSTRIAL UNITS ON A SECURE SITE OF 0.9 ACRES. The property is strategically located on Brielle Way, the main road into Sheerness town centre which is approximately 1.6 miles to the north east. Brielle Way connects directly to the A249 dual carriageway linking with the M2 at junction 5 approximately 10 miles south of Sheerness via the new Sheppey Crossing. Sheerness benefits from a station, which provides direct access to London via Sittingbourne and the Medway Towns.",Low density secure site totalling 0.9 acres;Rarely available freehold;Lighting to all internal areas;Air conditioning to offices / reception areas;3 phase power supply;Fast access to the A249 dual carriageway;Eaves heights ranging from 4.25m to 6m;Mains gas,TOM BOOKER;CHRIS BIRCH,mailto:tom.booker@altusgroup.com;mailto:chris.birch@altusgroup.com,tel:07584 237141;tel:07976 681951,https://propertysearch.altusgroup.com/umbraco/Surface/PropertySurface/ViewFile?docKey=7524_q8661td3ujdk9j70&filename=Sheerness%20-%20Smart%20House%20Brielle%20Way.pdf
33,"Unit 8 Saunders Way, Questor, Dartford, Kent, DA1 1JW","6,043 Sq Ft (561.39 Sq M)",TO LET,https://propertysearch.altusgroup.com/property/details/2105/Unit-8-Saunders-Way-Questor-Dartford-Kent-DA1-1JW-Industrial/Warehouse-,https://altuscrm.agencypilot.com/crm/store/property/320+9519_web.jpg;https://altuscrm.agencypilot.com/crm/store/marketstatus/14.png;https://altuscrm.agencypilot.com/crm/store/property/320+9520_web.jpg,TO LET - INDUSTRIAL / WAREHOUSE UNIT. The Questor Estate is located off Hawley Road (A225) approximately 1 mile west of Junction 1b of the M25. Dartford town centre is approximately 1 mile to the north with its comprehensive shopping facilities and mainline railway station.,Approx. 6.5m eaves height / 5.40m clear internal;3 phase power supply;5.4m up and over shutter door;First floor offices;24 hour on site security with CCTV coverage,STEWART SMITH,mailto:stewart.smith@altusgroup.com,tel:07841460308,https://propertysearch.altusgroup.com/umbraco/Surface/PropertySurface/ViewFile?docKey=7512_409z0fixen0630xg&filename=Dartford%20-%20Saunders%20Way%20Unit%208.pdf
34,"Regent House, Twisleton Court, Priory Hill, Dartford, Kent, DA1 2EN","1,725 Sq Ft (160.25 Sq M)",FOR SALE,https://propertysearch.altusgroup.com/property/details/2104/Regent-House-Twisleton-Court-Priory-Hill-Dartford-Kent-DA1-2EN--Office-,https://altuscrm.agencypilot.com/crm/store/marketstatus/14.png;https://altuscrm.agencypilot.com/crm/store/property/320+9517_web.jpg;https://altuscrm.agencypilot.com/crm/store/property/320+9518_web.jpg,"FOR SALE - DETACHED CHARACTER OFFICES WITH PARKING. Twisleton Court is located on Priory Hill off West Hill close to the junction with Highfield Road (Dartford town centre and ring road system) to the western edge of the town centre. Dartford railway station is a short walk from the building with regular train services running from Dartford to London Bridge, Charing Cross and Cannon Street.",Perimeter trunking;Carpeted floor;Lighting & heating to all areas;Kitchen point to ground floor;Single WC on each floor;11 car parking spaces;Fibre internet connection,TOM BOOKER;CHRIS BIRCH,mailto:tom.booker@altusgroup.com;mailto:chris.birch@altusgroup.com,tel:07584 237141;tel:07976 681951,https://propertysearch.altusgroup.com/umbraco/Surface/PropertySurface/ViewFile?docKey=7522_jd3n3r7c5707x1ha&filename=Dartford%20-%20Regent%20House%20Twisleton%20Court.pdf
35,"Rose House, Bell Lane Office Village, Bell Lane, Amersham, Buckinghamshire, HP6 6FA","5,310 Sq Ft (493.3 Sq M)",TO LET,https://propertysearch.altusgroup.com/property/details/2103/Rose-House-Bell-Lane-Office-Village-Bell-Lane-Amersham-Buckinghamshire-HP6-6FA-Office-,https://altuscrm.agencypilot.com/crm/store/property/320+9590_web.jpg;https://altuscrm.agencypilot.com/crm/store/marketstatus/14.png;https://altuscrm.agencypilot.com/crm/store/property/320+9592_web.jpg;https://altuscrm.agencypilot.com/crm/store/property/320+9593_web.jpg;https://altuscrm.agencypilot.com/crm/store/property/320+9515_web.jpg;https://altuscrm.agencypilot.com/crm/store/property/320+9591_web.jpg;https://altuscrm.agencypilot.com/crm/store/property/320+9514_web.jpg,"FULLY FITTED AIR CONDITIONED OFFICES - TO LET. Rose House is a high specification, detached modern office building in a business park setting with excellent parking. The offices provide the opportunity for an occupier to lease good quality, fully fitted accommodation ready for occupation. The available offices cover the entire ground floor, providing a mixture of open plan work areas, meeting rooms, kitchens and breakout areas.","Fully fitted offices ready for occupation;* Full access raised floors and LED lighting;* VRF Air conditioning;* Suspended ceilings;* Male, female and disabled WCs;* Mixture of open plan areas and meeting rooms;* Carpeted throughout;* Fitted kitchen and breakout area;* Double glazing;* 21 on-site car parking spaces",MATT WALTERS,mailto:matt.walters@altusgroup.com,tel:01737 243 328,https://propertysearch.altusgroup.com/umbraco/Surface/PropertySurface/ViewFile?docKey=7529_o3uk7c283qjdvhiq&filename=Brochure%20-%20Rose%20House%2C%20Bell%20Lane%2C%20Amersham.pdf
36,"Unit 67 Butterly Avenue, Questor, Dartford, Kent DA1 1JG","9,001 Sq Ft (836.19 Sq M)",TO LET,https://propertysearch.altusgroup.com/property/details/2102/Unit-67-Butterly-Avenue-Questor-Dartford-Kent-DA1-1JG-Industrial/Warehouse-,https://altuscrm.agencypilot.com/crm/store/marketstatus/14.png;https://altuscrm.agencypilot.com/crm/store/property/320+9511_web.jpg;https://altuscrm.agencypilot.com/crm/store/property/320+9513_web.jpg;https://altuscrm.agencypilot.com/crm/store/property/320+9509_web.jpg;https://altuscrm.agencypilot.com/crm/store/property/320+9510_web.jpg;https://altuscrm.agencypilot.com/crm/store/property/320+9512_web.jpg,TO LET - INDUSTRIAL/WAREHOUSE UNIT. The Questor Estate is located off Hawley Road (A225) approximately 1 mile west of junction 1b of the M25. Dartford town centre is approximately 1 mile to the north with its comprehensive shopping facilities and main line railway station.,Recently refurbished;4.90m eaves height (4.0m to haunch);Up and over shutter door;3 phase power;Ground Floor Offices;Wide Parking and Forecourt;Parking for 18 (if parked in tandem);24 hour on site security with CCTV coverage;Available on a new lease,STEWART SMITH;RICHARD TURNILL,mailto:stewart.smith@altusgroup.com;mailto:richardturnill@watsonday.com,tel:07841460308;tel:01322 475940,https://propertysearch.altusgroup.com/umbraco/Surface/PropertySurface/ViewFile?docKey=7503_6jq0g3vvu4p333et&filename=Dartford%20-%2067%20Butterly%20Avenue.pdf
37,"Osprey House, Crayfields Park, New Mill Road, Orpington, Kent, BR5 3QJ","1,881 Sq Ft (174.74 Sq M)",TO LET,https://propertysearch.altusgroup.com/property/details/2101/Osprey-House-Crayfields-Park-New-Mill-Road-Orpington-Kent-BR5-3QJ-Office-,https://altuscrm.agencypilot.com/crm/store/property/320+9500_web.jpg;https://altuscrm.agencypilot.com/crm/store/marketstatus/14.png;https://altuscrm.agencypilot.com/crm/store/property/320+9499_web.jpg;https://altuscrm.agencypilot.com/crm/store/property/320+9501_web.jpg,"TO LET - REFURBISHED CAT A GROUND FLOOR OFFICE OR FULLY FITTED SPACE WITH WORK STATIONS, EXECUTIVE OFFICES / MEETING ROOMS AND A NUMBER OF BREAK-OUT AREAS IDEAL FOR CASUAL WORKING. Crayfields Park is an established and popular business location set in an attractive landscaped environment situated off Sevenoaks Way (A224) which is less than half a mile from the junction of the A20 Crittalls Corner which in turn provides easy access to junction 3 M25 to the east and Central London within 30 minutes to the west.",Air conditioning;Suspended ceilings with integrated lighting;Allocated car parking spaces;Raised floors;Male & female WCs,TOM BOOKER,mailto:tom.booker@altusgroup.com,tel:07584 237141,https://propertysearch.altusgroup.com/umbraco/Surface/PropertySurface/ViewFile?docKey=7500_7j0800y6hbgz0027&filename=Orpington%20-%20Osprey%20House.pdf
38,"Former Medina Dairies Site, Gallions Close, Barking, Essex, IG11 0JD",1.5 Acres (0.61 Hectares),TO LET,https://propertysearch.altusgroup.com/property/details/2100/Former-Medina-Dairies-Site-Gallions-Close-Barking-Essex-IG11-0JD-Land-,https://altuscrm.agencypilot.com/crm/store/property/320+9491_web.jpg;https://altuscrm.agencypilot.com/crm/store/marketstatus/14.png;https://altuscrm.agencypilot.com/crm/store/property/320+9492_web.jpg;https://altuscrm.agencypilot.com/crm/store/property/320+9493_web.jpg,"HARD SURFACED LAND AVAILABLE TO LET ON FLEXIBLE TERMS - SUITABLE FOR HAULAGE OPERATORS OR OPEN STORAGE USERS. The site is situated within the London Borough of Barking & Dagenham approximately 12 miles east of Central London in a prominent location on Thames Road, close to the A13 within an established industrial area.",Hard surfaced;Mains connections;Close to A13;24/7 access;Secure HGV access,STEVE RICHMOND;CHRIS BIRCH,mailto:stephen.richmond@altusgroup.com;mailto:chris.birch@altusgroup.com,tel:07771 900682;tel:07976 681951,https://propertysearch.altusgroup.com/umbraco/Surface/PropertySurface/ViewFile?docKey=7488_0b5f59js1s8339bk&filename=Barking%20-%20Former%20Medina%20Dairies%20Site%20Gallions%20Close.pdf
39,"Unit 2, Sydenham Industrial Estate, Sydenham Industrial Estate, Kangley Bridge Road, London, SE26 5BA","4,000 Sq Ft (371.6 Sq M)",TO LET,https://propertysearch.altusgroup.com/property/details/2099/Unit-2-Sydenham-Industrial-Estate-Sydenham-Industrial-Estate-Kangley-Bridge-Road-London-SE26-5BA-Industrial/Warehouse-,https://altuscrm.agencypilot.com/crm/store/marketstatus/14.png;https://altuscrm.agencypilot.com/crm/store/property/320+9488_web.jpg;https://altuscrm.agencypilot.com/crm/store/property/320+9489_web.jpg,"INDUSTRIAL / WAREHOUSE / TRADE COUNTER UNIT - TO LET - TO BE REFURBISHED. The property comprises a mid-terraced warehouse unit adjacent to Screwfix and opposite Howdens, with pitched roof providing clear internal eaves height of 7.4m to the ridge, concertina level access loading doors and first floor offices. The unit has WC facilities and on site car parking.",,ROBERT BRADLEY-SMITH,mailto:robert.bradley-smith@altusgroup.com,tel:01737 243328,https://propertysearch.altusgroup.com/umbraco/Surface/PropertySurface/ViewFile?docKey=7486_cq6n3qjcajp1k2fx&filename=Brochure%20-%20Unit%202%20Sydenham%20Industrial%20Estate%20-%20CURRENT.pdf
40,"2 Old Post Office Lane, Kidbrooke, London, SE3 9BY","15,517 Sq Ft (1,441.53 Sq M)",TO LET,https://propertysearch.altusgroup.com/property/details/2098/2-Old-Post-Office-Lane-Kidbrooke-London-SE3-9BY-Industrial/Warehouse-,https://altuscrm.agencypilot.com/crm/store/property/320+9486_web.jpg;https://altuscrm.agencypilot.com/crm/store/marketstatus/14.png;https://altuscrm.agencypilot.com/crm/store/property/320+9485_web.jpg,"TO LET - REFURBISHED WAREHOUSE UNIT - COMING SOON. Kidbrooke is situated in SE London within the Royal Borough of Greenwich approximately 8 miles south east of Charing Cross and north west of Eltham Town Centre. The surrounding area is being regenerated with the construction of Kidbrooke Village. Old Post Office Lane is located within 5 minutes walk of Kidbrooke Station which provides a regular train service into London Bridge (16 minutes) and also connections directly to Charing Cross, Cannon Street and London Victoria. Kidbrooke Village Centre occupiers include Sainsbury's, Starbucks and The Depot Public House and the North and South Cator Parks and Sutcliffe Park offer over 50 acres of bio-diverse green space.",Access directly on to A2 toward Blackwall Tunnel;Zone 3 location;First floor office with double glazing;Kidbrooke railway station - 5 minutes walk;Retail and leisure facilities at Kidbrooke Village Centre;7m clear internal height;Height to roof apex 9.2m;4.5m high shutter door;Provision for sprinkler system;Dedicated yard with parking,STEVE RICHMOND;CHRIS BIRCH,mailto:stephen.richmond@altusgroup.com;mailto:chris.birch@altusgroup.com,tel:07771 900682;tel:07976 681951,https://propertysearch.altusgroup.com/umbraco/Surface/PropertySurface/ViewFile?docKey=7485_w25483c1u1kbz8sp&filename=London%20SE3%20-%202%20Old%20Post%20Office%20Lane%2C%20Kidbrooke.pdf
41,"Unit 3, Sidcup Logistics Park, Edgington Way, Sidcup, Kent, DA14 5NH","5,098 Sq Ft (473.6 Sq M)",TO LET / FOR SALE,https://propertysearch.altusgroup.com/property/details/2000/Unit-3-Sidcup-Logistics-Park-Edgington-Way-Sidcup-Kent-DA14-5NH-Industrial/Warehouse-,https://altuscrm.agencypilot.com/crm/store/marketstatus/14.png;https://altuscrm.agencypilot.com/crm/store/property/320+9027_web.jpg;https://altuscrm.agencypilot.com/crm/store/property/320+9571_web.jpg;https://altuscrm.agencypilot.com/crm/store/property/320+9569_web.jpg;https://altuscrm.agencypilot.com/crm/store/property/320+9243_web.jpg;https://altuscrm.agencypilot.com/crm/store/property/320+9570_web.jpg,FOR SALE / TO LET - BRAND NEW WAREHOUSE / INDUSTRIAL UNIT. Sidcup Logistics Park lies within a mixed commercial and industrial location. The property is accessed via Sandy Lane with visibility to Sidcup by-pass (the A20 dual carriageway) providing quick access to Junction 3 of the M25 motorway approximately 5 miles to the east. Central London is 14 miles to the west. Sidcup town centre lies 1.8 miles away and Sidcup railway station approximately 2.2 miles.,Clear internal height 8.4m;Generous yard with 7 allocated parking spaces;37.5kN/sq m floor loading;Electric loading door;Landscaped environment;Electric charging points;First floor office space;PV panels on roof;Single ground floor disabled WC,TOM BOOKER;CHRIS BIRCH,mailto:tom.booker@altusgroup.com;mailto:chris.birch@altusgroup.com,tel:07584 237141;tel:07976 681951,https://propertysearch.altusgroup.com/umbraco/Surface/PropertySurface/ViewFile?docKey=7534_68090w5b26x1cl16&filename=Sidcup%20-%20Sidcup%20Logistics%20Park%20Unit%203.pdf
42,"Unit 6, Commerce Park, Commerce Way, Croydon, Surrey, CR0 4YL","26,224 Sq Ft (2,436.21 Sq M)",TO LET,https://propertysearch.altusgroup.com/property/details/2096/Unit-6-Commerce-Park-Commerce-Way-Croydon-Surrey-CR0-4YL-Industrial/Warehouse-,https://altuscrm.agencypilot.com/crm/store/marketstatus/14.png;https://altuscrm.agencypilot.com/crm/store/property/320+9477_web.jpg;https://altuscrm.agencypilot.com/crm/store/property/320+9478_web.jpg,INDUSTRIAL / WAREHOUSE UNIT - TO LET. Unit 6 is an end of terrace unit of steel portal frame construction built in 2005. The unit is to be refurbished.,Self-contained yard;8m eaves height;Two level access loading doors,ROBERT BRADLEY-SMITH;HARVEY ARROWSMITH;ASHLEY MEDWAY;GEORGE IVES,mailto:robert.bradley-smith@altusgroup.com;mailto:harvey.arrowsmith@altusgroup.com;mailto:ashley@medwayandlaw.co.uk;mailto:george@medwayandlaw.co.uk,tel:01737 243328;tel:01737 243328;tel:07812 205 327;tel:020 7043 0111,https://propertysearch.altusgroup.com/umbraco/Surface/PropertySurface/ViewFile?docKey=7471_gjz2u9y618r7efnr&filename=Details%20-%20Unit%206%20Commerce%20Park%2C%20Croydon.pdf
43,"Unit E7, Belvedere Point, Crabtree Manorway North, Belvedere, Kent, DA17 6AX","1,630 Sq Ft (151.43 Sq M)",TO LET,https://propertysearch.altusgroup.com/property/details/2095/Unit-E7-Belvedere-Point-Crabtree-Manorway-North-Belvedere-Kent-DA17-6AX-Industrial/Warehouse-,https://altuscrm.agencypilot.com/crm/store/property/320+9475_web.jpg;https://altuscrm.agencypilot.com/crm/store/marketstatus/8.png;https://altuscrm.agencypilot.com/crm/store/property/320+9474_web.jpg;https://altuscrm.agencypilot.com/crm/store/property/320+9472_web.jpg;https://altuscrm.agencypilot.com/crm/store/property/320+9473_web.jpg;https://altuscrm.agencypilot.com/crm/store/property/320+9476_web.jpg,TO LET - HIGH QUALITY INDUSTRIAL / WAREHOUSE UNIT AVAILABLE. Belvedere Point is a high quality development of 19 small industrial / warehouse units on a self-contained site.,5-6m Clear internal height;20KN/sq m Reinforced concrete floor;Electronic overhead loading doors;Shell units fitted with accessible WC;3 phase power supply;8m yard depth;Allocated car parking spaces,STEVE RICHMOND;CHRIS BIRCH,mailto:stephen.richmond@altusgroup.com;mailto:chris.birch@altusgroup.com,tel:07771 900682;tel:07976 681951,https://propertysearch.altusgroup.com/umbraco/Surface/PropertySurface/ViewFile?docKey=7462_89l3ftg4b06n5mxa&filename=Belvedere%20-%20Belvedere%20Point%20brochure%20new.pdf
44,"Unit 12 Thurrock Business Centre, Breach Road, Grays, Essex, RM20 3NR",933 Sq Ft (86.68 Sq M),TO LET,https://propertysearch.altusgroup.com/property/details/2094/Unit-12-Thurrock-Business-Centre-Breach-Road-Grays-Essex-RM20-3NR-Industrial/Warehouse-,https://altuscrm.agencypilot.com/crm/store/marketstatus/14.png;https://altuscrm.agencypilot.com/crm/store/property/320+9471_web.jpg;https://altuscrm.agencypilot.com/crm/store/property/320+9470_web.jpg;https://altuscrm.agencypilot.com/crm/store/property/320+9467_web.jpg;https://altuscrm.agencypilot.com/crm/store/property/320+9468_web.jpg;https://altuscrm.agencypilot.com/crm/store/property/320+9469_web.jpg,"TO LET - FULLY REFURBISHED WAREHOUSE / INDUSTRIAL UNIT WITH LOADING / PARKING TO FRONT. Thurrock Business Centre is located on Breach Road accessed directly off London Road, a short distance from Junction 30 of the M25 intersection.",All mains services;Electrically operated roller shutter door;Personnel door leading to a small office;Single WC;LED strip lighting;Approximately 3.5m eaves height,CHRIS BIRCH;TOM BOOKER,mailto:chris.birch@altusgroup.com;mailto:tom.booker@altusgroup.com,tel:07976 681951;tel:07584 237141,https://propertysearch.altusgroup.com/umbraco/Surface/PropertySurface/ViewFile?docKey=7461_zngb6w70n09l1hbt&filename=West%20Thurrock%20-%20Thurrock%20Business%20Centre.pdf
45,"Unit 15 Kencot Close, Kencot Way, Erith, Kent, DA18 4AB","1,055 Sq Ft (98.01 Sq M)",TO LET,https://propertysearch.altusgroup.com/property/details/2093/Unit-15-Kencot-Close-Kencot-Way-Erith-Kent-DA18-4AB-Industrial/Warehouse-,https://altuscrm.agencypilot.com/crm/store/marketstatus/14.png;https://altuscrm.agencypilot.com/crm/store/property/320+9461_web.jpg;https://altuscrm.agencypilot.com/crm/store/property/320+9460_web.jpg;https://altuscrm.agencypilot.com/crm/store/property/320+9462_web.jpg,TO LET - LIGHT INDUSTRIAL UNIT. Kencot Close is located to the north west of Belvedere town centre at 25 miles west of Erith town centre in the London Borough of Bexley. Accessed from Yarnton Way the scheme benefits from immediate access to the A2016 Bronze Age way which provides a continuous dual carriageway route from the M25 junction 1a at the Dartford Crossing (6 miles) through to the Blackwall Tunnel (8 miles). There are local bus routes which serve the Belvedere industrial area with bus stops a short walk away. Belvedere and Abbey Wood railway stations provide frequent mainline services into Central London and are located within walking distance.,Mains services;Good access to A2016 and M25;Roller shutter door;Dedicated parking spaces;7 miles west of J1a M26.,CHRIS BIRCH;STEWART SMITH,mailto:chris.birch@altusgroup.com;mailto:stewart.smith@altusgroup.com,tel:07976 681951;tel:07841460308,https://propertysearch.altusgroup.com/umbraco/Surface/PropertySurface/ViewFile?docKey=7455_u74ugyk8i71p357q&filename=Erith%20-%20Kencot%20Close.pdf
46,"First Floor, 4 Technology Centre, London Road, Swanley, Kent, BR8 7AG","2,324 Sq Ft (215.9 Sq M)",TO LET,https://propertysearch.altusgroup.com/property/details/2090/First-Floor-4-Technology-Centre-London-Road-Swanley-Kent-BR8-7AG-Office-,https://altuscrm.agencypilot.com/crm/store/property/320+9448_web.jpg;https://altuscrm.agencypilot.com/crm/store/marketstatus/14.png;https://altuscrm.agencypilot.com/crm/store/property/320+9444_web.jpg;https://altuscrm.agencypilot.com/crm/store/property/320+9449_web.jpg;https://altuscrm.agencypilot.com/crm/store/property/320+9445_web.jpg;https://altuscrm.agencypilot.com/crm/store/property/320+9447_web.jpg;https://altuscrm.agencypilot.com/crm/store/property/320+9446_web.jpg,"TO LET - FIRST FLOOR MODERN OFFICE ACCOMMODATION. Swanley is located approximately 17 miles to the south east of Central London with easy access to the motorway network via junction 1 of the M20 and junction 3 of the M25 approximately 1 mile away. The Technology Centre is located off of Pioneer Way, set in a convenient position for local amenities and within walking distance of Swanley railway station providing regular direct services to London Victoria.","Direct fibre internet connection;Comfort cooling;Hot water radiators;EPC rating D-87;4 allocated parking spaces plus additional shared parking to front of the building;Suspended ceilings incorporating LED lighting;Separate male, female & disabled WCs;Kitchenette / breakout area;Door entry system;24 hour CCTV security system",TOM BOOKER;CHRIS BIRCH,mailto:tom.booker@altusgroup.com;mailto:chris.birch@altusgroup.com,tel:07584 237141;tel:07976 681951,https://propertysearch.altusgroup.com/umbraco/Surface/PropertySurface/ViewFile?docKey=7451_p677hpz1vsh5edor&filename=Swanley%20-%20First%20Floor%2C%204%20The%20Technology%20Centre.pdf
47,"Unit 7, Spitfire Business Park, Hawker Road, Croydon, Surrey, CR0 4WD","2,045 Sq Ft (189.98 Sq M)",TO LET,https://propertysearch.altusgroup.com/property/details/2089/Unit-7-Spitfire-Business-Park-Hawker-Road-Croydon-Surrey-CR0-4WD-Industrial/Warehouse-,https://altuscrm.agencypilot.com/crm/store/property/320+9443_web.jpg;https://altuscrm.agencypilot.com/crm/store/marketstatus/14.png;https://altuscrm.agencypilot.com/crm/store/property/320+9441_web.jpg,"INDUSTRIAL / WAREHOUSE UNIT - TO LET - An end of terrace unit on an established estate with a warehouse / workshop facility on the ground floor and open plan office accommodation on the first floor, with a kitchenette.",Allocated car parking spaces;3.75m to eaves;2.95m x 3m roller shutter door;WC / Kitchen,ROBERT BRADLEY-SMITH;HARVEY ARROWSMITH,mailto:robert.bradley-smith@altusgroup.com;mailto:harvey.arrowsmith@altusgroup.com,tel:01737 243328;tel:01737 243328,https://propertysearch.altusgroup.com/umbraco/Surface/PropertySurface/ViewFile?docKey=7447_s9ab5746nfcvovln&filename=Details%20-%20Unit%207%20Spitfire%20Business%20Park%2C%20Croydon.pdf
48,"Open Yard, Crete Hall Road, Northfleet, Gravesend, Kent, DA11 9AD","260,000 Sq Ft (24,154 Sq M)",TO LET,https://propertysearch.altusgroup.com/property/details/2088/Open-Yard-Crete-Hall-Road-Northfleet-Gravesend-Kent-DA11-9AD-Land-,https://altuscrm.agencypilot.com/crm/store/marketstatus/14.png;https://altuscrm.agencypilot.com/crm/store/property/320+9440_web.jpg,OPEN YARD - TO LET - 6 ACRES - Secure self-contained site with Thames-side access with potential to share deep water wharf and jetty.,Deep water wharf and jetty access;6 acres hardstanding;Good access to M20 / M25,CHRIS BIRCH;ROBERT BRADLEY-SMITH,mailto:chris.birch@altusgroup.com;mailto:robert.bradley-smith@altusgroup.com,tel:07976 681951;tel:01737 243328,https://propertysearch.altusgroup.com/umbraco/Surface/PropertySurface/ViewFile?docKey=7449_fl3v60b67t27dwc3&filename=Details%20-%20Land%20at%20Northfleet.pdf
49,"Courtyard House, The Square, Lightwater, Surrey, GU18 5SS","4,169 Sq Ft (387.3 Sq M)",FOR SALE,https://propertysearch.altusgroup.com/property/details/2086/Courtyard-House-The-Square-Lightwater-Surrey-GU18-5SS-Office-,https://altuscrm.agencypilot.com/crm/store/property/320+9464_web.jpg;https://altuscrm.agencypilot.com/crm/store/marketstatus/8.png;https://altuscrm.agencypilot.com/crm/store/property/320+9430_web.jpg;https://altuscrm.agencypilot.com/crm/store/property/320+9465_web.jpg;https://altuscrm.agencypilot.com/crm/store/property/320+9463_web.jpg,DETACHED GRADE A OFFICE BUILDING - FOR SALE. The property comprises an impressive detached office building over three storeys with excellent parking (ratio 1:219 SQ FT). The offices provide a mixture of open plan and cellular spaces giving flexibility to an incoming occupier. The building has a feature reception area with spiral staircase and male and female toilets to the ground and first floors.,"First and second floors provided with vacant possession on completion;Ground floor let until 2028 with a mutual break in 2023;Income of £40,000pa from ground floor tenant;VRF Air conditioning;Full access raised floors;Suspended ceilings;LED lighting;Excellent floor to ceiling heights (2.6m approx.);Gas fired central heating",MATT WALTERS,mailto:matt.walters@altusgroup.com,tel:01737 243 328,https://propertysearch.altusgroup.com/umbraco/Surface/PropertySurface/ViewFile?docKey=7458_ut7pe51c0ub4wivl&filename=Details%20-%20Courtyard%20House%2C%20Lightwater.pdf
50,"Unit 11 Thames Gateway Park, Chequers Lane, Dagenham, Essex, RM9 6FB","22,823 Sq Ft (2,120.26 Sq M)",TO LET,https://propertysearch.altusgroup.com/property/details/2087/Unit-11-Thames-Gateway-Park-Chequers-Lane-Dagenham-Essex-RM9-6FB-Industrial/Warehouse-,https://altuscrm.agencypilot.com/crm/store/marketstatus/14.png;https://altuscrm.agencypilot.com/crm/store/property/320+9433_web.jpg;https://altuscrm.agencypilot.com/crm/store/property/320+9434_web.jpg,TO LET - MODERN WAREHOUSE / INDUSTRIAL UNIT (TO BE REFURBISHED). Thames Gateway Park is situated just off the A13 at the Goresbrook Interchange approximately 6 miles from junction 30 of the M25 to the east and 3 miles from the A406 North Circular Road at Beckton to the west. Dagenham Dock rail station and bus terminus are adjacent to the Park on Chequers Lane.,Fully fitted first floor offices;8.5m clear internal height;2 level loading doors;20 car spaces;24 hour estate security;27.5m yard depth;37.5KN/sq m floor loading,STEVE RICHMOND;CHRIS BIRCH,mailto:stephen.richmond@altusgroup.com;mailto:chris.birch@altusgroup.com,tel:07771 900682;tel:07976 681951,https://propertysearch.altusgroup.com/umbraco/Surface/PropertySurface/ViewFile?docKey=7426_hsj5ho0su4du4b8z&filename=Dagenham%20-%20Thames%20Gateway%20Park%20Unit%2011.pdf
51,"Various Units, Valor Park - East Circular, Gascoigne Road, Barking, Essex, IG11 7NZ","10,678 - 45,046 Sq Ft (991.99 - 4,184.77 Sq M)",TO LET,https://propertysearch.altusgroup.com/property/details/2085/Various-Units-Valor-Park---East-Circular-Gascoigne-Road-Barking-Essex-IG11-7NZ-Industrial/Warehouse-,https://altuscrm.agencypilot.com/crm/store/marketstatus/14.png;https://altuscrm.agencypilot.com/crm/store/property/320+9428_web.jpg;https://altuscrm.agencypilot.com/crm/store/property/320+9429_web.jpg;https://altuscrm.agencypilot.com/crm/store/property/320+9426_web.jpg;https://altuscrm.agencypilot.com/crm/store/property/320+9427_web.jpg,TO LET - NEW & FULLY REFURBISHED INDUSTRIAL / WAREHOUSE UNITS AVAILABLE FOR OCCUPATION FROM Q1 2023. PRIME GREATER LONDON URBAN LOGISTICS OPPORTUNITY. The property is situated just off the west side of Gascoigne Road which leads south to the A13 trunk road and the intersection with the A406 North Circular. The A13(T) provides excellent access to the A406 North Circular Road / M11 and east to the M25 (Junction 30/31).,Up to 3 level loading doors;LED warehouse lighting;Secure site;4 electric parking spaces;Up to 20 car parking spaces;6-8m eaves height;Up to 45m yard depth;First floor offices,STEVE RICHMOND;CHRIS BIRCH,mailto:stephen.richmond@altusgroup.com;mailto:chris.birch@altusgroup.com,tel:07771 900682;tel:07976 681951,https://propertysearch.altusgroup.com/umbraco/Surface/PropertySurface/ViewFile?docKey=7422_9q97whk22luf055b&filename=Barking%20-%20Valor%20Park%20East%20Circular%20brochure.pdf
